labels,text,expr_s,prob_expr_s,max_prob
fear,Introducing myself at a first tutorial this year at University. ,guilt,"[0.33525395517547923, 0.12885832786560059, 0.5455616091688474, 0.5793448463082314, 0.559282198548317, 0.3110303928454717, 0.35263769204417866]",0.5793448463082314
anger,I was angry at a University tutorial when an ignorant loudmouth persisted in trying to dominate the conversation. ,anger,"[0.9951066573460897, 0.9597356816132864, 0.6581329007943472, 0.8479943573474884, 0.04271532040244589, 0.29765678150579333, 0.8793027400970459]",0.9951066573460897
sadness,"I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion. ",sadness,"[0.18041968324299282, 0.08154736086726189, 0.5355022599299749, 0.7634632289409637, 0.16265047663182486, 0.8902932604153951, 0.4224600022037824]",0.8902932604153951
disgust,"When one of my parents verbally, personally abused the other. ",anger,"[0.9595037400722504, 0.9452580908934275, 0.8545912901560465, 0.8965566953023275, 0.0102027202519821, 0.74125537276268, 0.950750986735026]",0.9595037400722504
shame,"I felt something akin to shame after a heavy night of drinking, along with waking up with a woman I had just met whose husband was an epileptic. I was later to know that she knew my mother. ",shame,"[0.38652546975451213, 0.8930760522683462, 0.7491131400068601, 0.911045620838801, 0.002639277634443715, 0.7332915415366491, 0.967936784029007]",0.96793678402900
guilt,"I felt guilty about talking negatively, and agreeing with a person who was doing likewise, about a non-present third person. ",guilt,"[0.661176010966301, 0.9307516912619272, 0.7811859796444575, 0.9434973895549774, 0.0009705942939035594, 0.7931690613428751, 0.894708385070165]",0.9434973895549774
joy,Being in love for the first time. ,joy,"[0.0012345424765953794, 0.000687994948142053, 0.10434661889545775, 0.28441256129493314, 0.8920165697733561, 0.0010678257143202548, 0.008188721985789016]",0.8920165697733561
fear,As a child - stepping on a rusty nail - being told that I might get tetanus. ,guilt,"[0.6680485755205154, 0.6716558138529459, 0.8560280899206797, 0.8670098384221395, 0.041507002199068666, 0.6743816335995992, 0.8557781179745992]",0.8670098384221395
anger,"As a child - about years old - walking across a paddock - being set upon by another boy who claimed it was ""his land"" - being intimidated by the boy - crying, being punched, etc. ",fear,"[0.94174791375796, 0.8867534895737966, 0.9569762150446574, 0.8499003152052561, 0.033748350436023124, 0.8592194616794586, 0.9054551819960276]",0.9569762150446574
sadness,As a child - having a dog - it getting a disease and dying. ,fear,"[0.8427158097426096, 0.906678169965744, 0.9561216533184052, 0.9266469379266103, 0.0064974950316051645, 0.8905445138613383, 0.9255642195542654]",0.9561216533184052
disgust,Being in a Malaysian city with my girlfriend coming out of a picture theatre - seeing her rush up to a taxi that a very old sick man was trying to get to. Seeing her take over the taxi. ,anger,"[0.9097744623819987, 0.7943643927574158, 0.9019437630971273, 0.8747108280658722, 0.7298971811930338, 0.7691927999258041, 0.7489966203769048]",0.9097744623819987
shame,As a child - being sent to the shop by mother - buying some chocolate - getting caught by mother. ,guilt,"[0.7904079854488373, 0.7450296580791473, 0.863633910814921, 0.9435921311378479, 0.09200560565417011, 0.7431228657563528, 0.9386474291483561]",0.9435921311378479
guilt,As a child - accidentally stepping on a pet guinea-pig - it dying. ,guilt,"[0.8127840757369995, 0.823090136051178, 0.9075684150060018, 0.9391961594422659, 0.011876437502602736, 0.8339235087235769, 0.9030552009741465]",0.9391961594422659
joy,"When I achieved my first at University after a long string of 's, 's and 's ( is the highest mark awarded, is a conceded pass). ",joy,"[0.3764349948614836, 0.20471624036629996, 0.2473301856468121, 0.661737859249115, 0.8153527478377024, 0.32437905420859653, 0.4395216479897499]",0.8153527478377024
fear,"One night going downstairs, and hearing a strong stirring of brances, which was not the wind. ",fear,"[0.6591836512088776, 0.5626825193564097, 0.9277933637301127, 0.831617514292399, 0.41589383284250897, 0.7462794234355291, 0.6939816822608312]",0.9277933637301127
anger,"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some months after our sharing began. Prior to this, she had said nothing. ",guilt,"[0.6362700015306473, 0.42235487202803296, 0.5141210531195005, 0.8114391565322876, 0.23028409574180841, 0.6604555994272232, 0.5765153765678406]",0.8114391565322876
sadness,"Having to decide on a termination of a pregnancy, after discussing it with friends, family and the man involved. ",fear,"[0.711621900399526, 0.7982310156027476, 0.9034646848837534, 0.8978550334771475, 0.06437849443076023, 0.8628191699584326, 0.8531888624032339]",0.9034646848837534
disgust,When a friend didn't invite her own parents to her Graduation ceremony. ,guilt,"[0.9302645226319631, 0.8784583111604055, 0.8193023651838303, 0.9358732402324677, 0.24905271890262762, 0.87684299548467, 0.9353270133336385]",0.9358732402324677
shame,"Saying something quite rude, but in jest, about a photograph of someone, but it didn't quite turn out that way. ",shame,"[0.6079031527042389, 0.822245329618454, 0.18197595374658704, 0.66939677298069, 0.0010052334691863507, 0.27672202947239083, 0.8567378918329874]",0.856737891832987
guilt,"When I was about years old, I ""borrowed"" a can of drink from the refrigerator, intending to replace it later that day. But it was found missing before I could do anything - no one owned up to its disappearance. ",shame,"[0.7988739113012949, 0.7287756403287252, 0.8824265003204346, 0.846596896648407, 0.42544324944416684, 0.8851296703020731, 0.8902522325515747]",0.890252232551574
joy,"When I was a child, my beloved cat gave birth to four beautiful little kittens. Before she had them, she came up to me and I followed her out, then witnessed them being born. ",joy,"[0.3946727166573207, 0.0989757152274251, 0.3618888321022193, 0.6706937750180563, 0.8166694442431132, 0.5260133494933447, 0.37938734516501427]",0.8166694442431132
fear,"On embarking on University life. I came from a different city and did not know anybody at the Uni. I was frightened because my well known and loved friends, also all my security had been taken away. ",fear,"[0.5858240276575089, 0.404666543006897, 0.9730405906836191, 0.7468550503253937, 0.10656994622938025, 0.8801585932572683, 0.5988548696041107]",0.9730405906836191
anger,"When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault. ",anger,"[0.9467154939969381, 0.925116499265035, 0.8129873176415762, 0.7993958195050558, 0.16548741205284992, 0.8286427756150564, 0.9310926993687948]",0.9467154939969381
sadness,"Upon moving away from home for the first time to a different city, I felt no longer ""under the wing"" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions. ",sadness,"[0.7437065343062083, 0.6611989041169485, 0.88508007923762, 0.9214470485846201, 0.3713629087433219, 0.958998034397761, 0.7757348815600077]",0.958998034397761
disgust,"I was sitting at a rock concert, listening to an extremely loud band. A tiny baby in a crawler had been left by his young mother, right out in the sun next to a speaker, and was screaming - probably in pain. ",guilt,"[0.7307832837104797, 0.6572097291549047, 0.792676051457723, 0.8257454832394918, 0.11953572806669399, 0.7259863366683325, 0.674402674039205]",0.8257454832394918
shame,"Because I was lazy and unthoughtful I did not get into contact with a very close friend when she shifted from the Gold Coast to Brisbane, for a month, despite her efforts to contact me. I felt shamed when I finally confronted her again. ",shame,"[0.5207627639174461, 0.6081479539473852, 0.5428806145985922, 0.7643747528394064, 0.10784157551825047, 0.7166176438331604, 0.8987515171368917]",0.898751517136891
guilt,"When I felt I had let my parents down, especially my mother, by having sexual intercourse for the first time, and a few times after that. Also, when I went on the Pill. ",shame,"[0.9324890673160553, 0.8918498257795969, 0.9114567140738169, 0.9659989674886068, 0.04442520623949046, 0.8877806762854258, 0.9691425859928131]",0.969142585992813
joy,"The weekend after I argued with my parents I went home again and they couldn't have been nicer. As soon as I walked in, Mum kissed me, then Dad, and thanked me for the birthday presents I'd left for him, including a very sentimental birthday card. ",joy,"[0.02699595099935929, 0.017395461987083156, 0.1646350670295457, 0.64521823823452, 0.8667181432247162, 0.26004683598876, 0.23695461203654608]",0.8667181432247162
fear,"Before Uni started, I had to leave home and take up residence in Brisbane (the ""big smoke"") leaving home, my family, and moving to such a big place was quite intimidating at first, and I was anxious about it. ",fear,"[0.7280155718326569, 0.5608876347541809, 0.9086108009020487, 0.8270727495352427, 0.30808035486067337, 0.7993483245372772, 0.6802896857261658]",0.9086108009020487
anger,"My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive. ",anger,"[0.984596182902654, 0.7929409543673197, 0.7482290963331858, 0.8242946366469065, 0.2515297338056068, 0.69127689798673, 0.7888564169406891]",0.984596182902654
sadness,"A very close friend from Victoria visited me over the holidays. Having enjoyed his company immensely over short days, I was overwhelmed by sadness when he left to return to Victoria. ",sadness,"[0.429582388450702, 0.4592050015926361, 0.6358351210753123, 0.8189205626646677, 0.20744961352223376, 0.9448510706424713, 0.535530169804891]",0.9448510706424713
disgust,"One of my flatmates and I came back to the flat Monday morning, to find a real Mess, left by the guy we share with. ",shame,"[0.917250414689382, 0.8924646973609924, 0.8553040623664856, 0.7924487441778183, 0.005433157246443443, 0.8737502892812093, 0.918792853752772]",0.91879285375277
shame,"First weekend back home after one week at Uni I scolded one of my sister's best friends for using our telephone. Very silly, but I was annoyed because she was there at a time when I needed to be with my family. ",anger,"[0.94501260916392, 0.7600052853425344, 0.6407803744077682, 0.8724077542622884, 0.15579747967422009, 0.7446531256039938, 0.7988820572694143]",0.94501260916392
guilt,"When my Bictorian ""friend"" was staying at my house we ere going places together, and sleeping together. At the time I had a boyfriend locally. The first time I had to face him after sleeping with the guy from Melbourne I felt very guilty. ",guilt,"[0.6001875301202139, 0.6618517537911733, 0.6588724205891291, 0.889613538980484, 0.23273836200435957, 0.6797439654668173, 0.7475165724754333]",0.889613538980484
joy,"Joy of giving birth, and of sharing that joy with my husband. Moments of complete happiness and feelings of so much love. ",joy,"[0.0015639168899118279, 0.0003159540525909203, 0.044384821832257636, 0.3324211249904086, 0.9722563624382019, 0.0003087153915354672, 0.021395018896631274]",0.9722563624382019
fear,"Attempted rape by guys - held my arms behind my back and molested me, constantly threatening to beat me. Penetration did not occur as the driver of the car stopped that. ",fear,"[0.8653194606304169, 0.8988500336805979, 0.9100458224614462, 0.6627333362897238, 0.012529572006314993, 0.5295689379175504, 0.8584153155485789]",0.9100458224614462
anger,"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support. ",anger,"[0.9971302251021067, 0.9865998327732086, 0.8533760905265808, 0.9332241515318552, 0.2569247296002383, 0.6998661408821741, 0.9500563045342764]",0.9971302251021067
sadness,"When my son was diagnosed as having CEREBRAL PALSY, at age . He would have to endure so much labelling, stigma and discrimination, even though his case was relatively mild. ",shame,"[0.9277315735816956, 0.905286838610967, 0.8976219594478607, 0.8966497083504995, 0.04814580253635844, 0.899285227060318, 0.9392562409241995]",0.939256240924199
disgust,I have an adopted Aboriginal sister I felt disgust due to the racism she has been subjected to. ,disgust,"[0.9580618043740591, 0.9855684439341227, 0.8501272996266683, 0.8752393225828806, 0.005260537849001897, 0.7107973446448644, 0.9770110746224722]",0.9855684439341227
shame,I can't remember ever feeling shame. ,joy,"[0.006187533329163368, 0.002688083021591107, 0.003637217203504406, 0.02192260546144098, 0.12875187241782746, 0.004614073133173709, 0.007005045636712263]",0.12875187241782746
guilt,"When I decided my first marriage had ended, and left with the child. I felt overwhelmed by guilt as I was separating mother and child. ",guilt,"[0.5949230467279752, 0.765193392833074, 0.9028358062108358, 0.9578034579753876, 0.2114680472489757, 0.9423353970050812, 0.8973244031270345]",0.9578034579753876
joy,"Receiving notification that I had made a successful application to the Speech Therapy course at Uni, gave me a very good feelig of achievment and joy. ",joy,"[0.00034292840185419965, 0.00024922577479931835, 0.017660292052217603, 0.05976860406129466, 0.9722233315308889, 0.00020884096738882363, 0.0018605125175478558]",0.9722233315308889
